package_name,version,timestamp,total_risks_found,risk_types,severities,categories,max_severity,raw_output
aa-testkit,9.9.3,2026-01-10T17:34:29.320852,2,install_hook_present;hardcoded_urls,medium;high,install_hook;network_exfiltration,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 1 non-standard URLs: ['http://alter.cderwc12vtc0000pa6cgggzcqgyyyyyyb.oast.fun']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}]"
aae-stream,130.0.0,2026-01-10T17:34:29.323726,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
abacus-cmdline,99.99.99,2026-01-10T17:34:29.325292,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
ably-asset-tracking-common,1.0.0,2026-01-10T17:34:29.326424,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
abstract-eth,2.0.0,2026-01-10T17:34:29.326424,0,,,[],none,[]
ac-addon,6.6.6,2026-01-10T17:34:29.330207,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""postinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
acala-launch,59.52.0,2026-01-10T17:34:29.332028,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
accuracy-test,1.0.0,2026-01-10T17:34:29.332028,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
acronis-ui-kit,99.9.50,2026-01-10T17:34:29.336101,2,install_hook_present;hardcoded_ip,medium;critical,install_hook;network_exfiltration,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""hardcoded_ip"", ""severity"": ""critical"", ""evidence"": ""Contains IP addresses: ['8.8.8.8', '20.106.202.190', '4.4.4.4']"", ""confidence"": 0.9, ""category"": ""network_exfiltration""}]"
airbnb-dev,99.9.9,2026-01-10T17:34:29.338367,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
alba-website,1.0.0,2026-01-10T17:34:29.341106,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
alertmanager-discord,3.3.3,2026-01-10T17:34:29.341517,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@xvideos/alerts,581.2.14,2026-01-10T17:34:29.341517,2,install_hook_present;potential_dependency_confusion,medium;medium,install_hook;supply_chain_attack,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@xvideos/alerts' depends on non-scoped package 'dns'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
alias-for-vue3,1.0.0,2026-01-10T17:34:29.345576,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
alicloud-common,9.1.3,2026-01-10T17:34:29.345576,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
bemmy-core,141.0.0,2026-01-10T17:34:29.348588,4,install_hook_present;hardcoded_urls;obfuscated_code;obfuscated_code,medium;high;high;high,install_hook;network_exfiltration;obfuscation;obfuscation,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 1 non-standard URLs: ['https://mirrors.tencent.com/npm/']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'Hex escape sequences' found 97 times."", ""confidence"": 0.8, ""category"": ""obfuscation""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'Hex variable names (obfuscator)' found 20 times."", ""confidence"": 0.8, ""category"": ""obfuscation""}]"
@actions/core,1.10.1,2026-01-10T17:34:29.353901,3,potential_dependency_confusion;hardcoded_urls;obfuscated_code,medium;high;high,supply_chain_attack;network_exfiltration;obfuscation,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@actions/core' depends on non-scoped package 'uuid'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 1 non-standard URLs: ['https://yaml.org/spec/1.2/spec.html#id2804923']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'IIFE obfuscation wrapper' found 1 times."", ""confidence"": 0.5, ""category"": ""obfuscation""}]"
@alifd/next,1.26.24,2026-01-10T17:34:29.355660,11,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'babel-runtime'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'big.js'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'classnames'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'dayjs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'hoist-non-react-statics'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'lodash.clonedeep'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'prop-types'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'react-lifecycles-compat'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'react-transition-group'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'resize-observer-polyfill'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'shallow-element-equals'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@ampproject/remapping,2.2.1,2026-01-10T17:34:29.362997,1,obfuscated_code,high,obfuscation,high,"[{""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'IIFE obfuscation wrapper' found 1 times."", ""confidence"": 0.5, ""category"": ""obfuscation""}]"
@angular-devkit/core,16.2.3,2026-01-10T17:34:29.369766,7,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;hardcoded_urls,medium;medium;medium;medium;medium;medium;high,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;network_exfiltration,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular-devkit/core' depends on non-scoped package 'ajv-formats'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular-devkit/core' depends on non-scoped package 'ajv'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular-devkit/core' depends on non-scoped package 'jsonc-parser'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular-devkit/core' depends on non-scoped package 'picomatch'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular-devkit/core' depends on non-scoped package 'rxjs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular-devkit/core' depends on non-scoped package 'source-map'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 1 non-standard URLs: ['https://angular.io/license']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}]"
@ant-design/icons,5.2.6,2026-01-10T17:34:29.372279,2,potential_dependency_confusion;potential_dependency_confusion,medium;medium,supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@ant-design/icons' depends on non-scoped package 'classnames'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@ant-design/icons' depends on non-scoped package 'rc-util'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@apidevtools/json-schema-ref-parser,11.1.0,2026-01-10T17:34:29.376357,2,potential_dependency_confusion;potential_dependency_confusion,medium;medium,supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apidevtools/json-schema-ref-parser' depends on non-scoped package 'js-yaml'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apidevtools/json-schema-ref-parser' depends on non-scoped package 'lodash.clonedeep'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@apollo/client,3.8.4,2026-01-10T17:34:29.380508,9,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium;medium;medium;medium;medium;medium;medium,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'graphql-tag'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'hoist-non-react-statics'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'optimism'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'prop-types'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'response-iterator'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'symbol-observable'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'ts-invariant'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'tslib'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@apollo/client' depends on non-scoped package 'zen-observable-ts'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@assemblyscript/loader,0.27.9,2026-01-10T17:34:29.386824,1,obfuscated_code,high,obfuscation,high,"[{""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'CharCode obfuscation' found 3 times."", ""confidence"": 0.8, ""category"": ""obfuscation""}]"
@aws-cdk/aws-ec2,1.204.0,2026-01-10T17:34:29.404371,1,potential_dependency_confusion,medium,supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@aws-cdk/aws-ec2' depends on non-scoped package 'constructs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@azure/abort-controller,1.1.0,2026-01-10T17:34:29.404371,1,potential_dependency_confusion,medium,supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@azure/abort-controller' depends on non-scoped package 'tslib'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@babel/plugin-transform-shorthand-properties,7.22.5,2026-01-10T17:34:29.409652,0,,,[],none,[]
@babel/plugin-transform-spread,7.22.5,2026-01-10T17:34:29.412269,0,,,[],none,[]
@bcoe/v8-coverage,0.2.3,2026-01-10T17:34:29.412269,0,,,[],none,[]
@blueprintjs/core,5.3.1,2026-01-10T17:34:29.412269,7,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;executable_binary;hardcoded_urls,medium;medium;medium;medium;medium;medium;high,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;system_capability;network_exfiltration,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@blueprintjs/core' depends on non-scoped package 'classnames'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@blueprintjs/core' depends on non-scoped package 'normalize.css'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@blueprintjs/core' depends on non-scoped package 'react-popper'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@blueprintjs/core' depends on non-scoped package 'react-transition-group'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@blueprintjs/core' depends on non-scoped package 'tslib'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""executable_binary"", ""severity"": ""medium"", ""evidence"": ""Package defines 'bin' scripts which may execute arbitrary code"", ""confidence"": 0.6, ""category"": ""system_capability""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 1 non-standard URLs: ['http://www.apache.org/licenses/LICENSE-2.0']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}]"
@chakra-ui/react,2.8.1,2026-01-10T17:34:29.420983,0,,,[],none,[]
@colors/colors,1.6.0,2026-01-10T17:34:29.424637,0,,,[],none,[]
@commitlint/cli,17.7.1,2026-01-10T17:34:29.426898,6,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;executable_binary,medium;medium;medium;medium;medium;medium,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;system_capability,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@commitlint/cli' depends on non-scoped package 'execa'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@commitlint/cli' depends on non-scoped package 'lodash.isfunction'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@commitlint/cli' depends on non-scoped package 'resolve-from'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@commitlint/cli' depends on non-scoped package 'resolve-global'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@commitlint/cli' depends on non-scoped package 'yargs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""executable_binary"", ""severity"": ""medium"", ""evidence"": ""Package defines 'bin' scripts which may execute arbitrary code"", ""confidence"": 0.6, ""category"": ""system_capability""}]"
@csstools/postcss-color-function,3.0.4,2026-01-10T17:34:29.434943,0,,,[],none,[]
@ctrl/tinycolor,4.0.2,2026-01-10T17:34:29.434943,0,,,[],none,[]
@date-io/date-fns,2.17.0,2026-01-10T17:34:29.440858,0,,,[],none,[]
@discordjs/builders,1.6.5,2026-01-10T17:34:29.457929,5,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;hardcoded_urls,medium;medium;medium;medium;high,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;network_exfiltration,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/builders' depends on non-scoped package 'discord-api-types'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/builders' depends on non-scoped package 'fast-deep-equal'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/builders' depends on non-scoped package 'ts-mixer'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/builders' depends on non-scoped package 'tslib'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 8 non-standard URLs: ['https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/splice', 'https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/slice', 'https://discord.com/developers/docs/interactions/application-commands#permissions}', 'https://discord.com/developers/docs/interactions/application-commands#permissions}', 'https://discord.com/developers/docs/interactions/application-commands#permissions}', 'https://discord.com/developers/docs/interactions/application-commands#permissions}', 'https://discord.com/developers/docs/interactions/application-commands#permissions}', 'https://discord.com/developers/docs/interactions/application-commands#permissions}']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}]"
@discordjs/rest,2.0.1,2026-01-10T17:34:29.462936,4,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium;medium,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/rest' depends on non-scoped package 'discord-api-types'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/rest' depends on non-scoped package 'magic-bytes.js'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/rest' depends on non-scoped package 'tslib'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@discordjs/rest' depends on non-scoped package 'undici'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@edge-runtime/primitives,4.0.1,2026-01-10T17:34:29.466239,0,,,[],none,[]
@protobufjs/utf8,1.1.0,2026-01-10T17:34:29.466239,0,,,[],none,[]
@radix-ui/react-slot,1.0.2,2026-01-10T17:34:29.470630,0,,,[],none,[]
@reduxjs/toolkit,1.9.5,2026-01-10T17:34:29.471806,4,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium;medium,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@reduxjs/toolkit' depends on non-scoped package 'immer'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@reduxjs/toolkit' depends on non-scoped package 'redux'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@reduxjs/toolkit' depends on non-scoped package 'redux-thunk'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@reduxjs/toolkit' depends on non-scoped package 'reselect'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@remix-run/router,1.9.0,2026-01-10T17:34:29.496333,1,hardcoded_urls,high,network_exfiltration,high,"[{""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 16 non-standard URLs: ['http://localhost', 'https://html.spec.whatwg.org/multipage/nav-history-apis.html#shared-history-push/replace-state-steps', 'https://html.spec.whatwg.org/multipage/structured-data.html#structuredserializeinternal', 'https://bugzilla.mozilla.org/show_bug.cgi?id=878297', 'https://reactrouter.com/utils/match-routes', 'https://reactrouter.com/utils/generate-path', 'https://reactrouter.com/utils/match-path', 'https://reactrouter.com/utils/resolve-path', 'https://mermaid.live/edit#pako:eNqVkc9OwzAMxl8l8nnjAYrEtDIOHEBIgwvKJTReGy3_lDpIqO27k6awMG0XcrLlnz87nwdonESogKXXBuE79rq75XZO3-yHds0RJVuv70YrPlUrCEe2HfrORS3rubqZfuhtpg5C9wk5tZ4VKcRUq88q9Z8RS0-48cE1iHJkL0ugbHuFLus9L6spZy8nX9MP2CNdomVaposqu3fGayT8T8-jJQwhepo_UtpgBQaDEUom04dZhAN1aJBDlUKJBxE1ceB2Smj0Mln-IBW5AFU2dwUiktt_2Qaq2dBfaKdEup85UV7Yd-dKjlnkabl2Pvr0DTkTreM', 'https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#plain-text-form-data', 'https://httpwg.org/specs/rfc9110.html#field.content-type', 'https://fetch.spec.whatwg.org/#concept-method', 'https://fetch.spec.whatwg.org/#dom-request)', 'https://fetch.spec.whatwg.org/#dom-request)', 'https://fetch.spec.whatwg.org/#dom-request)', 'https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#converting-an-entry-list-to-a-list-of-name-value-pairs']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}]"
@rollup/plugin-babel,6.0.3,2026-01-10T17:34:29.504882,0,,,[],none,[]
@rollup/pluginutils,5.0.4,2026-01-10T17:34:29.509720,3,potential_dependency_confusion;potential_dependency_confusion;obfuscated_code,medium;medium;high,supply_chain_attack;supply_chain_attack;obfuscation,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@rollup/pluginutils' depends on non-scoped package 'estree-walker'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@rollup/pluginutils' depends on non-scoped package 'picomatch'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'Unicode escape sequences' found 2 times."", ""confidence"": 0.7, ""category"": ""obfuscation""}]"
@rushstack/eslint-patch,1.4.0,2026-01-10T17:34:29.512317,0,,,[],none,[]
@schematics/angular,16.2.3,2026-01-10T17:34:29.512317,1,potential_dependency_confusion,medium,supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@schematics/angular' depends on non-scoped package 'jsonc-parser'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
